Date,Cluster01,Cluster02,Cluster03,Cluster04,Cluster05,Neutral,Positive,Negative,tomato,Badulla_precipitation_sum,Kandy_precipitation_sum,Nuwara Eliya_precipitation_sum,Badulla_relative_humidity_2m_mean,Kandy_relative_humidity_2m_mean,Nuwara Eliya_relative_humidity_2m_mean,Badulla_temperature_2m_mean,Kandy_temperature_2m_mean,Nuwara Eliya_temperature_2m_mean
2015-05-18,2.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,33.0,0.6,1.2,2.3000002,82.90478,84.03343,87.85563,24.240168,24.38925,18.32775
2015-05-19,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,38.0,0.2,1.1,2.4,82.39711,84.77358,90.20755,24.54225,24.401749,18.323584
2015-05-20,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,28.0,0.0,0.0,1.7000002,81.96087,83.902565,88.49059,24.865166,24.695498,18.856915
2015-05-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.4,1.5000001,78.541115,83.37649,88.16787,25.356833,24.810081,19.05275
2015-05-22,1.0,2.0,1.0,0.0,0.0,1.0,2.0,1.0,30.0,0.4,0.1,2.8,79.19431,82.78279,88.71619,25.288088,24.872581,19.186085
2015-05-23,0.0,1.0,2.0,1.0,0.0,3.0,0.0,1.0,31.7,0.4,1.5000001,3.3,81.43983,85.39773,89.596924,24.983917,24.466331,19.229834
2015-05-24,1.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,33.3,0.6,1.2,1.8000001,79.11551,84.36702,87.9723,25.21308,24.349669,19.231916
2015-05-25,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,35.0,0.0,0.0,0.3,78.23872,83.40909,85.11575,25.348501,24.710081,19.61525
2015-05-26,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,58.0,0.8,1.5,1.1,78.55117,85.1039,85.978966,25.2985,24.551744,19.3465
2015-05-27,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,25.0,2.0,1.7,3.1000001,77.50085,84.5828,85.38168,25.475584,24.791336,19.229834
2015-05-28,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,28.0,1.9000001,0.0,1.0,79.01557,83.24703,85.3063,25.390167,25.057997,19.179836
2015-05-29,0.0,1.0,0.0,2.0,0.0,0.0,1.0,2.0,23.0,3.9,4.2000003,5.8999996,79.53241,83.67729,87.194885,25.052666,24.708,18.844416
2015-05-30,0.0,1.0,1.0,2.0,0.0,2.0,1.0,1.0,24.7,3.9,1.3000001,5.8999996,83.14518,82.76159,89.086266,24.544329,24.799665,18.811083
2015-05-31,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,26.3,3.4,4.1,5.7,85.10034,83.10797,89.18737,24.404749,24.522581,18.594416
2015-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,1.2,1.4000001,81.23787,81.879875,85.74848,24.785995,24.607996,18.5215
2015-06-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.5,3.9,3.9,82.8817,84.8144,87.42785,24.640165,24.270498,18.444418
2015-06-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,1.1000001,3.1000001,3.0,84.40502,84.08283,88.2924,24.450584,24.797583,18.450666
2015-06-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.5,2.8999999,10.7,11.4,87.72387,85.51792,90.42459,23.661001,24.274664,17.729832
2015-06-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,18.1,19.1,23.3,86.71784,86.82543,90.81646,23.708916,23.845497,17.767332
2015-06-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.3,7.4,0.1,4.1,83.22818,81.698906,87.12809,24.250586,24.6205,18.473581
2015-06-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.7,2.2,0.0,1.8,83.0389,80.402794,85.79901,24.286001,24.874664,18.529835
2015-06-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,1.2,81.2012,79.56834,83.99317,24.271414,24.866331,18.229834
2015-06-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,1.8000001,0.2,2.2,79.68886,80.42506,85.65154,24.240166,24.557999,17.946499
2015-06-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.3,0.0,0.8,75.39515,79.987465,82.18207,24.758917,24.624664,18.515247
2015-06-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,1.6,3.0,5.2999997,80.44158,85.20317,88.82929,24.49225,24.141335,18.361084
2015-06-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.2,1.9,2.3,81.54247,82.87866,89.213646,24.39225,24.19133,18.179834
2015-06-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,3.1,2.5,3.7999997,82.56667,81.53018,87.79247,24.08808,24.222582,18.081917
2015-06-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.1,0.3,1.5000001,80.0232,80.68096,85.22077,24.675583,24.76008,18.569414
2015-06-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.8,5.3,4.7999997,80.43196,85.21573,89.10361,24.485998,23.88508,18.3215
2015-06-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0,3.3,2.3000002,77.789246,86.06182,86.36011,24.585999,23.710077,18.011084
2015-06-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,3.7,2.8000002,79.0218,85.78549,86.67431,24.456831,23.474665,17.988167
2015-06-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,3.8999999,3.6999998,77.209015,86.76377,86.06316,24.677664,23.776747,18.286081
2015-06-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0,3.6000001,4.8,76.87502,87.46526,86.96812,24.383917,23.593416,17.675669
2015-06-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.7,0.0,1.5000001,0.2,74.636696,80.94474,83.31132,24.613077,24.44133,18.300669
2015-06-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.3,0.0,0.70000005,1.3,72.714134,76.431206,82.43759,24.856833,24.930918,18.356916
2015-06-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,70.19923,73.88293,80.22795,24.677666,24.982996,18.446497
2015-06-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.2,0.0,0.5,72.18137,77.2935,81.39071,25.185999,25.314247,18.742336
2015-06-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.4,71.60169,75.99312,80.91685,25.269331,25.266333,18.6715
2015-06-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,1.2,0.3,70.85849,77.211945,80.12265,25.027664,24.751753,18.496504
2015-06-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,0.0,3.5999997,3.7,71.75435,84.14008,84.93464,25.208918,24.18717,18.356916
2015-06-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,0.4,17.9,13.299999,74.06179,91.652565,87.820404,24.973501,23.137163,17.992334
2015-06-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,7.7000003,4.8,9.799999,73.96861,88.7971,90.11649,25.104752,23.341333,18.223581
2015-06-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,1.9,4.0,9.099999,77.2788,88.369255,90.397064,24.771414,23.299662,18.113165
2015-06-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,1.2,3.4,5.8999996,78.48352,84.78264,87.35339,24.506834,23.718414,18.061083
2015-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.8,1.4000001,1.4000001,76.3796,82.6455,86.10724,25.169333,24.493418,18.448584
2015-07-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.7,1.2,1.3000001,74.790634,83.05293,83.72644,25.038086,24.299665,18.417334
2015-07-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.3,2.9,1.5000001,71.925514,82.35496,84.409935,25.400583,24.353828,18.484
2015-07-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,0.8,2.8000002,3.5000002,69.42191,84.77073,84.45945,25.82975,24.068413,18.467333
2015-07-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,4.6,4.4,67.14326,85.7611,83.5346,25.996416,24.001749,18.4965
2015-07-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,0.0,3.1,1.4000001,64.38085,80.2179,79.820526,25.642248,24.068415,18.394419
2015-07-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,62.723995,80.09852,77.95663,25.177666,23.851751,18.30275
2015-07-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,0.2,2.6,0.0,63.123093,78.31423,79.27888,25.486,24.155912,18.336086
2015-07-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,0.0,0.2,0.0,63.64246,78.738014,78.80947,25.267252,24.03508,18.208998
2015-07-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,0.1,5.7,5.0,67.41763,86.0483,85.398926,25.790167,23.666334,18.10275
2015-07-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.7,0.4,6.5000005,7.099999,68.26819,89.56335,87.10207,26.165167,23.337166,18.373583
2015-07-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.3,0.6,4.2000003,3.1000001,65.61081,82.51347,81.87735,26.056831,24.1205,18.669416
2015-07-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.0,0.4,1.2,0.4,64.520065,80.829315,81.33401,26.16308,24.455912,18.913168
2015-07-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,0.2,4.2999997,3.8000002,64.15075,82.880196,83.63162,26.190165,24.060083,18.634
2015-07-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.0,0.70000005,7.6,9.5,65.3127,87.2723,86.42817,25.960999,23.603834,18.377748
2015-07-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.0,0.0,6.1999993,8.1,65.12006,89.031044,86.411385,25.7735,23.289251,17.8965
2015-07-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.0,2.0,26.1,22.2,70.24239,91.4812,87.733955,25.0235,22.77675,17.431917
2015-07-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.7,2.6000001,4.2999997,6.2999997,70.24246,87.89628,88.16715,24.556833,22.758001,17.50275
2015-07-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.3,0.0,13.099999,9.1,66.570435,87.44217,82.33065,25.361002,23.172579,18.183998
2015-07-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,0.8,1.2,64.90813,81.635254,80.28651,25.238083,23.1205,17.644417
2015-07-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,0.0,2.8000002,6.7999997,65.14625,83.82356,84.85761,25.725584,23.635084,18.161083
2015-07-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,1.3000001,7.2,10.999999,66.32038,86.81579,86.11733,25.546415,23.060083,18.002748
2015-07-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,4.6,2.6,6.199999,79.19613,86.07845,88.59713,23.948502,22.782999,17.404833
2015-07-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,9.0,3.1000001,69.61794,84.83123,83.242805,25.148499,23.195501,18.050667
2015-07-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.3,1.3000001,2.5,4.5,67.94474,82.61084,84.7062,24.875582,23.235083,17.6965
2015-07-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.7,0.0,0.5,1.4000001,66.516266,81.15186,81.27415,25.315163,23.595497,17.965252
2015-07-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,0.1,0.2,3.8999999,63.38531,79.16506,76.80599,25.796415,23.912165,18.400667
2015-07-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,0.0,0.0,2.7,63.333164,80.1504,79.03584,25.829748,23.978834,18.059
2015-07-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,1.9000001,0.2,2.3,62.803055,79.87664,79.911705,25.621416,23.78508,17.709002
2015-07-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,0.2,0.0,0.0,60.1244,79.47803,78.01777,25.996414,23.724665,18.002748
2015-07-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.5,0.2,0.0,1.7,61.567703,81.279686,80.836525,25.660997,23.495499,17.748585
2015-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,0.2,0.5,1.9000001,62.96838,82.05422,82.04923,25.623503,23.437166,17.684
2015-08-02,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,63.5,0.3,1.9000001,2.2,63.38828,81.910515,82.9781,25.644335,23.57258,17.879833
2015-08-03,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,53.0,0.9,2.4,3.7999997,62.963543,81.39641,84.92746,25.833918,23.643415,17.925667
2015-08-04,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,63.0,0.3,3.3,5.7999997,62.33096,80.3675,84.98488,25.900583,23.787165,17.863167
2015-08-05,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,58.0,0.5,4.5000005,10.9,64.62261,86.20294,85.75942,25.669333,23.080915,17.827751
2015-08-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,0.0,1.4000001,1.3000001,60.672638,79.983894,79.28959,26.325583,24.093416,18.384
2015-08-07,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,48.0,0.3,2.8000002,1.0,60.6768,80.27512,80.36715,26.294333,24.120499,18.519417
2015-08-08,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,48.0,0.0,0.6,0.0,58.781036,78.268814,78.231895,26.233912,24.22883,18.350666
2015-08-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.2,4.0,3.1999998,60.68511,84.19547,81.46081,26.394333,23.868416,18.4465
2015-08-10,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,48.0,0.8,8.400001,7.1,63.234314,88.21526,83.505196,26.156836,23.320498,18.204836
2015-08-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.1,5.7,3.3000004,61.464664,86.97232,84.27923,26.356833,23.268415,18.2715
2015-08-12,0.0,1.0,2.0,1.0,0.0,2.0,2.0,0.0,43.0,0.0,3.4,3.5,60.09679,85.25095,80.45048,26.338081,23.635084,18.38608
2015-08-13,0.0,1.0,1.0,0.0,1.0,2.0,1.0,0.0,40.0,0.2,2.8999999,1.9000001,60.07771,81.170975,80.12411,26.831831,24.349663,18.800669
2015-08-14,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,43.0,10.999999,1.5,9.200001,66.67339,82.84951,84.64408,26.002663,24.437164,18.584
2015-08-15,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,40.3,20.1,6.8999996,26.3,72.60863,83.881996,89.079926,25.4485,24.480913,17.99233
2015-08-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.7,13.8,12.700001,19.4,82.97001,88.01318,91.15473,23.919333,23.970495,17.594418
2015-08-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,22.1,38.299995,25.5,84.594536,90.56237,92.03939,23.371414,23.493416,17.265251
2015-08-18,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,37.7,2.0,33.399998,15.9,76.340385,89.085014,87.76551,24.206831,23.980917,17.694418
2015-08-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.3,0.90000004,0.6,2.4,76.81903,84.45923,87.73092,24.519331,24.364244,18.04025
2015-08-20,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,43.0,1.4000001,1.8000001,4.3,81.99105,84.846924,89.21729,23.948502,23.847578,17.911085
2015-08-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.2,0.90000004,74.922295,83.843376,85.82781,24.844336,24.105917,18.2465
2015-08-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.7,1.1,1.4000001,1.6000001,71.44974,82.41927,85.339485,25.233915,24.074663,18.215248
2015-08-23,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,40.3,0.1,1.4000001,2.3999999,70.41154,83.19427,83.53396,25.223501,24.024666,17.97775
2015-08-24,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,43.0,0.70000005,1.9,2.5,71.53771,83.558525,85.233986,24.919334,23.616331,17.706915
2015-08-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,3.0,3.4,5.6,70.939186,84.67692,88.18308,25.015167,23.655914,17.963167
2015-08-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.3,1.6,1.9,66.86668,83.31611,83.78128,25.613083,23.741331,18.144415
2015-08-27,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,35.0,1.6999999,3.6000001,4.9,67.92959,83.405334,86.95193,25.379751,23.728834,17.929834
2015-08-28,1.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,38.0,2.0,2.9,8.0,67.34951,85.65598,89.32038,25.058914,23.226746,17.311083
2015-08-29,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,37.0,4.6000004,1.7,3.3,68.426414,82.618416,86.53055,25.254747,23.830912,17.786083
2015-08-30,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,36.0,3.3000002,1.9000001,4.4,66.89526,83.65952,87.60358,25.581831,23.945496,18.025665
2015-08-31,1.0,1.0,0.0,2.0,0.0,1.0,2.0,1.0,35.0,12.5,0.0,4.0,68.82984,80.69932,84.37589,25.477669,24.672579,18.300667
2015-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,1.1,1.6000001,3.3000002,68.06938,82.38195,86.4322,25.571413,24.630919,18.033998
2015-09-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,2.5,1.2,4.8999996,72.17263,80.60802,85.46377,25.408913,25.041334,18.219416
2015-09-03,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,30.0,6.1,9.599999,11.6,76.98116,83.869896,88.76775,24.904749,24.641335,17.956917
2015-09-04,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,38.0,1.4000001,4.0,15.4,82.26939,87.21928,92.238556,24.210997,24.228834,18.031916
2015-09-05,0.0,0.0,1.0,2.0,1.0,3.0,0.0,1.0,37.0,2.2,11.200001,17.0,83.94738,88.69907,91.26083,23.552664,23.814249,17.567331
2015-09-06,1.0,0.0,0.0,3.0,2.0,1.0,5.0,0.0,36.0,0.90000004,2.9,9.1,79.78105,86.10491,87.70969,24.150581,24.19758,17.631914
2015-09-07,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,35.0,0.0,0.2,0.1,79.802956,85.16252,83.4527,23.617249,23.322584,17.317331
2015-09-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.5,3.0,10.899999,82.73763,84.50973,85.18115,23.483915,23.347582,17.334002
2015-09-09,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,30.0,0.0,0.0,0.0,80.73699,81.863625,82.569084,24.025581,23.716333,17.85483
2015-09-10,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,33.0,5.2999997,8.299999,12.0,79.89254,85.53589,85.5066,23.502665,23.066336,17.3965
2015-09-11,0.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,33.0,1.8,1.1,4.4999995,82.99348,84.89493,88.67407,23.7985,23.355913,17.361082
2015-09-12,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,35.3,0.8,3.0,4.9,83.40589,84.928246,88.33187,23.723497,23.562164,17.581917
2015-09-13,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,37.7,0.90000004,2.1,3.0,78.49209,82.79639,86.514336,24.21517,23.601751,17.846498
2015-09-14,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,40.0,0.2,3.6999998,5.1,76.67278,83.56458,86.047325,24.802666,23.935081,18.292334
2015-09-15,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,50.0,0.5,3.1,5.8000007,73.52026,84.06491,85.427925,24.996416,23.618416,17.823584
2015-09-16,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,48.0,0.4,3.9,7.9,72.116234,88.698845,86.536224,25.054749,23.226748,17.881918
2015-09-17,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,48.0,0.4,3.6000004,4.5,71.787125,86.75709,86.85061,25.556833,23.755915,18.475666
2015-09-18,0.0,2.0,0.0,0.0,1.0,0.0,2.0,1.0,58.0,0.8,2.1999998,7.3999996,74.12849,85.06227,87.52881,25.450583,23.939247,18.456919
2015-09-19,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,54.7,0.6,2.6999998,4.2000003,70.92365,85.2765,86.06971,25.765165,23.758001,18.177752
2015-09-20,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,51.3,0.5,6.3999996,8.9,70.17881,85.01241,83.8895,25.72142,23.905916,18.365252
2015-09-21,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,48.0,6.2999997,2.2,8.5,76.03248,83.82473,85.65337,25.175585,24.362165,18.417334
2015-09-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,12.3,1.0,7.1,76.77279,82.652405,85.95034,25.044334,24.543417,18.346502
2015-09-23,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,18.099998,6.7999997,20.0,84.740746,85.26884,90.59185,23.625582,24.226751,17.596502
2015-09-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.5,12.700001,9.6,23.500004,85.263054,85.31412,90.12002,23.500586,24.143415,17.59233
2015-09-25,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,55.0,5.8,3.0,10.999999,85.83242,84.02572,90.03333,23.450583,23.928833,17.506918
2015-09-26,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,58.3,22.6,9.299999,24.4,89.09897,89.267265,93.79655,23.154749,23.332998,17.423584
2015-09-27,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,61.7,19.1,3.6,10.400001,86.11599,86.8785,91.22577,23.392244,23.41633,17.484001
2015-09-28,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,65.0,8.499999,4.4,5.2,87.238655,87.20478,92.302826,23.206835,23.38925,17.502752
2015-09-29,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,53.0,10.1,1.1,10.699999,90.6308,87.65457,95.01446,22.640167,23.255915,16.93817
2015-09-30,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,55.0,10.3,5.3999996,13.699999,89.206535,87.11674,94.970764,22.506834,23.235083,16.638165
2015-10-01,1.0,2.0,0.0,1.0,0.0,0.0,3.0,1.0,58.0,5.6,5.7,19.1,89.12632,87.39504,92.41141,22.986,23.901749,17.5465
2015-10-02,2.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,60.0,3.3,2.5,8.700001,85.406944,84.531105,88.69288,23.310999,24.308,17.506918
2015-10-03,3.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,60.0,6.8999996,1.6999999,8.799999,84.24644,86.322266,88.6251,23.79225,24.003832,17.740252
2015-10-04,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.2,6.2,4.3,82.48763,87.006165,88.26641,23.898499,23.435081,17.76525
2015-10-05,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,60.0,0.4,5.5,5.4,83.28642,87.85796,89.654816,23.656832,23.076752,17.304832
2015-10-06,1.0,1.0,0.0,0.0,1.0,2.0,0.0,1.0,65.0,0.2,1.9,1.7,82.27329,83.69595,86.94491,23.863085,23.847582,17.85275
2015-10-07,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,63.0,0.4,0.6,3.8,83.92463,82.68444,88.47537,23.844336,24.403833,18.06942
2015-10-08,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,53.0,2.5,2.2,6.2000003,84.999565,83.56344,87.56696,23.654747,24.328835,17.85275
2015-10-09,0.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,63.0,4.1,4.7,7.7000003,86.47692,84.783104,89.32422,23.277664,23.680916,17.619413
2015-10-10,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,59.7,5.3,0.90000004,5.7,81.143005,75.78289,82.980156,23.810999,24.2705,17.723581
2015-10-11,1.0,0.0,2.0,0.0,1.0,3.0,0.0,1.0,56.3,11.999999,2.4,13.000001,84.193214,81.14202,87.23608,23.588081,24.612167,17.867332
2015-10-12,2.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,53.0,12.299999,6.7,12.900001,88.57183,85.24139,90.344154,23.206833,24.430916,17.66942
2015-10-13,1.0,0.0,1.0,0.0,1.0,2.0,0.0,1.0,63.0,12.499999,22.3,21.9,88.58545,86.53116,90.41772,23.271416,24.187164,17.723583
2015-10-14,1.0,1.0,1.0,2.0,0.0,2.0,1.0,2.0,63.0,11.5,57.7,28.399998,89.53693,92.19886,91.13105,22.750582,23.449663,17.331917
2015-10-15,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,55.0,15.200001,78.39999,38.999996,88.7178,90.525566,91.09965,22.754747,23.483,17.365253
2015-10-16,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,60.0,14.7,28.499998,18.0,87.38984,88.68216,90.15762,22.694336,23.707998,17.469418
2015-10-17,2.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,61.0,14.900001,20.199999,16.099998,87.01206,88.56848,91.328094,23.196417,24.149666,17.736084
2015-10-18,2.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,62.0,18.8,95.5,30.300001,88.80231,91.16001,92.25159,23.029747,23.568419,17.704834
2015-10-19,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,63.0,19.300003,36.199997,23.800003,89.50407,90.289604,91.515236,23.177664,23.991331,17.848585
2015-10-20,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,55.0,18.9,94.700005,52.0,89.757286,91.06315,93.9336,22.806837,23.718416,17.394417
2015-10-21,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,58.0,3.3,41.0,13.700001,85.02442,83.68528,89.34125,23.342249,24.387167,17.686083
2015-10-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,10.599999,17.2,13.1,87.51493,89.528625,91.69277,23.004747,23.735083,17.406916
2015-10-23,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,60.0,33.7,43.300003,44.0,91.08538,92.648415,93.088165,22.606829,23.314247,17.456917
